LCLid,cluster,Acorn,Acorn_grouped,stdorToU
MAC004772,2,ACORN-K,Adversity,Std
MAC004773,1,ACORN-Q,Adversity,Std
MAC004774,2,ACORN-E,Affluent,Std
MAC004775,2,ACORN-E,Affluent,Std
MAC004776,2,ACORN-M,Adversity,Std
MAC004777,2,ACORN-F,Comfortable,Std
MAC004778,0,ACORN-E,Affluent,Std
MAC004779,2,ACORN-E,Affluent,Std
MAC004780,1,ACORN-Q,Adversity,Std
MAC004781,2,ACORN-F,Comfortable,Std
MAC004782,2,ACORN-H,Comfortable,Std
MAC004783,2,ACORN-D,Affluent,ToU
MAC004784,2,ACORN-E,Affluent,Std
MAC004785,2,ACORN-J,Comfortable,Std
MAC004786,2,ACORN-F,Comfortable,Std
MAC004787,2,ACORN-K,Adversity,Std
MAC004788,2,ACORN-U,ACORN-U,Std
MAC004789,2,ACORN-A,Affluent,ToU
MAC004790,2,ACORN-F,Comfortable,Std
MAC004791,2,ACORN-Q,Adversity,Std
MAC004792,2,ACORN-K,Adversity,Std
MAC004793,2,ACORN-L,Adversity,Std
MAC004794,2,ACORN-F,Comfortable,Std
MAC004795,2,ACORN-M,Adversity,ToU
MAC004796,2,ACORN-Q,Adversity,Std
MAC004797,2,ACORN-E,Affluent,Std
MAC004798,2,ACORN-E,Affluent,Std
MAC004799,2,ACORN-Q,Adversity,Std
MAC004800,2,ACORN-F,Comfortable,Std
MAC004801,2,ACORN-H,Comfortable,Std
MAC004802,2,ACORN-E,Affluent,Std
MAC004803,2,ACORN-E,Affluent,Std
MAC004804,2,ACORN-P,Adversity,Std
MAC004805,2,ACORN-F,Comfortable,Std
MAC004806,1,ACORN-E,Affluent,Std
MAC004807,2,ACORN-H,Comfortable,Std
MAC004808,2,ACORN-Q,Adversity,Std
MAC004809,1,ACORN-Q,Adversity,Std
MAC004810,2,ACORN-N,Adversity,Std
MAC004811,2,ACORN-Q,Adversity,ToU
MAC004812,2,ACORN-F,Comfortable,Std
MAC004813,2,ACORN-E,Affluent,Std
MAC004814,2,ACORN-D,Affluent,ToU
MAC004815,1,ACORN-E,Affluent,Std
MAC004816,2,ACORN-Q,Adversity,Std
MAC004817,2,ACORN-F,Comfortable,Std
MAC004818,2,ACORN-Q,Adversity,ToU
MAC004819,2,ACORN-E,Affluent,Std
MAC004820,2,ACORN-Q,Adversity,Std
MAC004821,2,ACORN-L,Adversity,ToU
MAC004822,0,ACORN-E,Affluent,ToU
MAC004823,1,ACORN-H,Comfortable,Std
MAC004824,2,ACORN-F,Comfortable,Std
MAC004825,2,ACORN-C,Affluent,ToU
MAC004826,1,ACORN-E,Affluent,Std
MAC004827,2,ACORN-E,Affluent,ToU
MAC004828,2,ACORN-U,ACORN-U,Std
MAC004829,2,ACORN-Q,Adversity,Std
MAC004830,2,ACORN-G,Comfortable,Std
MAC004831,2,ACORN-K,Adversity,Std
MAC004832,2,ACORN-A,Affluent,ToU
MAC004833,2,ACORN-E,Affluent,Std
MAC004834,2,ACORN-F,Comfortable,Std
MAC004835,2,ACORN-Q,Adversity,Std
MAC004836,2,ACORN-E,Affluent,Std
MAC004837,2,ACORN-F,Comfortable,ToU
MAC004838,2,ACORN-F,Comfortable,ToU
MAC004839,2,ACORN-Q,Adversity,Std
MAC004840,1,ACORN-F,Comfortable,Std
MAC004841,1,ACORN-L,Adversity,Std
MAC004842,2,ACORN-N,Adversity,Std
MAC004843,1,ACORN-D,Affluent,Std
MAC004844,2,ACORN-F,Comfortable,Std
MAC004845,2,ACORN-F,Comfortable,Std
MAC004846,2,ACORN-E,Affluent,Std
MAC004847,1,ACORN-L,Adversity,Std
MAC004848,2,ACORN-C,Affluent,Std
MAC004849,2,ACORN-E,Affluent,Std
MAC004850,2,ACORN-G,Comfortable,Std
MAC004851,1,ACORN-E,Affluent,ToU
MAC004852,1,ACORN-E,Affluent,Std
MAC004853,2,ACORN-K,Adversity,Std
MAC004854,2,ACORN-E,Affluent,Std
MAC004855,1,ACORN-E,Affluent,ToU
MAC004856,2,ACORN-E,Affluent,Std
MAC004857,2,ACORN-E,Affluent,Std
MAC004858,0,ACORN-E,Affluent,Std
MAC004859,1,ACORN-F,Comfortable,Std
MAC004860,2,ACORN-Q,Adversity,Std
MAC004861,1,ACORN-Q,Adversity,Std
MAC004862,2,ACORN-F,Comfortable,Std
MAC004863,0,ACORN-E,Affluent,Std
MAC004864,2,ACORN-E,Affluent,Std
MAC004865,1,ACORN-M,Adversity,Std
MAC004866,1,ACORN-Q,Adversity,Std
MAC004867,2,ACORN-F,Comfortable,Std
MAC004868,1,ACORN-F,Comfortable,Std
MAC004869,2,ACORN-E,Affluent,Std
MAC004870,1,ACORN-Q,Adversity,Std
MAC004871,2,ACORN-E,Affluent,Std
MAC004872,1,ACORN-A,Affluent,Std
MAC004873,1,ACORN-O,Adversity,Std
MAC004874,2,ACORN-G,Comfortable,Std
MAC004875,2,ACORN-Q,Adversity,Std
MAC004876,0,ACORN-E,Affluent,Std
MAC004877,0,ACORN-E,Affluent,Std
MAC004878,1,ACORN-K,Adversity,Std
MAC004879,1,ACORN-E,Affluent,Std
MAC004880,1,ACORN-E,Affluent,ToU
MAC004881,2,ACORN-E,Affluent,Std
MAC004882,2,ACORN-F,Comfortable,Std
MAC004883,2,ACORN-Q,Adversity,ToU
MAC004884,0,ACORN-E,Affluent,Std
MAC004885,2,ACORN-E,Affluent,Std
MAC004886,1,ACORN-E,Affluent,Std
MAC004887,2,ACORN-D,Affluent,Std
MAC004888,0,ACORN-D,Affluent,Std
MAC004889,2,ACORN-Q,Adversity,Std
MAC004890,1,ACORN-F,Comfortable,Std
MAC004891,2,ACORN-E,Affluent,Std
MAC004892,1,ACORN-Q,Adversity,Std
MAC004893,2,ACORN-E,Affluent,ToU
MAC004894,1,ACORN-Q,Adversity,Std
MAC004895,1,ACORN-E,Affluent,Std
MAC004896,2,ACORN-P,Adversity,Std
MAC004897,1,ACORN-J,Comfortable,Std
MAC004898,2,ACORN-Q,Adversity,Std
MAC004899,2,ACORN-E,Affluent,Std
MAC004900,1,ACORN-A,Affluent,Std
MAC004901,1,ACORN-J,Comfortable,Std
MAC004902,0,ACORN-J,Comfortable,Std
MAC004903,1,ACORN-J,Comfortable,Std
MAC004904,2,ACORN-E,Affluent,Std
MAC004905,2,ACORN-G,Comfortable,Std
MAC004906,2,ACORN-E,Affluent,Std
MAC004907,2,ACORN-E,Affluent,Std
MAC004908,0,ACORN-E,Affluent,Std
MAC004909,1,ACORN-E,Affluent,Std
MAC004910,2,ACORN-C,Affluent,ToU
MAC004911,1,ACORN-D,Affluent,Std
MAC004912,2,ACORN-F,Comfortable,Std
MAC004913,2,ACORN-E,Affluent,Std
MAC004914,2,ACORN-E,Affluent,Std
MAC004915,2,ACORN-D,Affluent,Std
MAC004916,2,ACORN-D,Affluent,Std
MAC004917,1,ACORN-F,Comfortable,ToU
MAC004918,2,ACORN-E,Affluent,Std
MAC004919,1,ACORN-E,Affluent,Std
MAC004920,2,ACORN-Q,Adversity,Std
MAC004921,2,ACORN-E,Affluent,ToU
MAC004922,1,ACORN-H,Comfortable,Std
MAC004923,0,ACORN-E,Affluent,Std
MAC004924,2,ACORN-D,Affluent,Std
MAC004925,1,ACORN-C,Affluent,Std
MAC004926,2,ACORN-E,Affluent,ToU
MAC004927,2,ACORN-D,Affluent,Std
MAC004928,1,ACORN-D,Affluent,Std
MAC004929,1,ACORN-H,Comfortable,Std
MAC004930,2,ACORN-E,Affluent,Std
MAC004931,2,ACORN-P,Adversity,Std
MAC004932,1,ACORN-E,Affluent,ToU
MAC004933,2,ACORN-E,Affluent,Std
MAC004934,2,ACORN-Q,Adversity,Std
MAC004935,2,ACORN-Q,Adversity,Std
MAC004936,2,ACORN-E,Affluent,Std
MAC004937,2,ACORN-E,Affluent,ToU
MAC004938,2,ACORN-E,Affluent,Std
MAC004939,1,ACORN-E,Affluent,Std
MAC004940,2,ACORN-E,Affluent,Std
MAC004941,2,ACORN-Q,Adversity,Std
MAC004942,1,ACORN-E,Affluent,Std
MAC004943,2,ACORN-Q,Adversity,Std
MAC004944,1,ACORN-Q,Adversity,Std
MAC004945,1,ACORN-D,Affluent,Std
MAC004946,2,ACORN-Q,Adversity,Std
MAC004947,1,ACORN-L,Adversity,Std
MAC004948,2,ACORN-D,Affluent,ToU
MAC004949,0,ACORN-D,Affluent,ToU
MAC004950,1,ACORN-E,Affluent,Std
MAC004951,2,ACORN-P,Adversity,Std
MAC004952,1,ACORN-N,Adversity,ToU
MAC004953,1,ACORN-D,Affluent,Std
MAC004954,0,ACORN-E,Affluent,Std
MAC004955,2,ACORN-A,Affluent,ToU
MAC004956,2,ACORN-H,Comfortable,ToU
MAC004957,2,ACORN-B,Affluent,Std
MAC004958,0,ACORN-E,Affluent,Std
MAC004959,1,ACORN-D,Affluent,Std
MAC004960,1,ACORN-I,Comfortable,Std
MAC004961,2,ACORN-E,Affluent,Std
MAC004962,2,ACORN-G,Comfortable,Std
MAC004963,2,ACORN-E,Affluent,Std
MAC004964,1,ACORN-E,Affluent,Std
MAC004965,2,ACORN-E,Affluent,ToU
MAC004966,2,ACORN-E,Affluent,Std
MAC004967,2,ACORN-F,Comfortable,Std
MAC004968,2,ACORN-D,Affluent,ToU
MAC004969,2,ACORN-F,Comfortable,ToU
MAC004970,0,ACORN-G,Comfortable,Std
MAC004971,2,ACORN-E,Affluent,Std
MAC004972,2,ACORN-E,Affluent,Std
MAC004973,2,ACORN-E,Affluent,Std
MAC004974,2,ACORN-E,Affluent,Std
MAC004975,2,ACORN-F,Comfortable,Std
MAC004976,1,ACORN-D,Affluent,Std
MAC004977,2,ACORN-E,Affluent,ToU
MAC004978,1,ACORN-G,Comfortable,Std
MAC004979,2,ACORN-Q,Adversity,ToU
MAC004980,1,ACORN-J,Comfortable,Std
MAC004981,2,ACORN-E,Affluent,Std
MAC004982,2,ACORN-E,Affluent,Std
MAC004983,1,ACORN-J,Comfortable,Std
MAC004984,2,ACORN-E,Affluent,Std
MAC004985,2,ACORN-F,Comfortable,Std
MAC004986,2,ACORN-E,Affluent,Std
MAC004987,1,ACORN-D,Affluent,Std
MAC004988,1,ACORN-A,Affluent,ToU
MAC004989,2,ACORN-C,Affluent,Std
MAC004990,2,ACORN-D,Affluent,ToU
MAC004991,1,ACORN-E,Affluent,Std
MAC004992,2,ACORN-E,Affluent,Std
MAC004993,0,ACORN-E,Affluent,Std
MAC004994,2,ACORN-L,Adversity,Std
MAC004995,1,ACORN-E,Affluent,Std
MAC004996,0,ACORN-E,Affluent,Std
MAC004997,1,ACORN-A,Affluent,Std
MAC004998,2,ACORN-E,Affluent,Std
MAC004999,1,ACORN-E,Affluent,Std
MAC005000,2,ACORN-Q,Adversity,Std
MAC005001,0,ACORN-E,Affluent,Std
MAC005002,2,ACORN-F,Comfortable,Std
MAC005003,2,ACORN-D,Affluent,Std
MAC005004,2,ACORN-Q,Adversity,Std
MAC005005,2,ACORN-E,Affluent,Std
MAC005006,2,ACORN-E,Affluent,ToU
MAC005007,2,ACORN-E,Affluent,Std
MAC005008,1,ACORN-E,Affluent,Std
MAC005009,0,ACORN-E,Affluent,Std
MAC005010,2,ACORN-P,Adversity,Std
MAC005011,2,ACORN-E,Affluent,ToU
MAC005012,2,ACORN-G,Comfortable,Std
MAC005013,2,ACORN-E,Affluent,ToU
MAC005014,2,ACORN-E,Affluent,Std
MAC005015,1,ACORN-D,Affluent,Std
MAC005016,2,ACORN-K,Adversity,Std
MAC005017,2,ACORN-E,Affluent,ToU
MAC005018,2,ACORN-E,Affluent,Std
MAC005019,2,ACORN-Q,Adversity,Std
MAC005020,1,ACORN-E,Affluent,Std
MAC005021,1,ACORN-E,Affluent,Std
MAC005022,1,ACORN-Q,Adversity,ToU
MAC005023,2,ACORN-L,Adversity,ToU
MAC005024,2,ACORN-F,Comfortable,Std
MAC005025,2,ACORN-E,Affluent,Std
MAC005026,1,ACORN-E,Affluent,Std
MAC005027,1,ACORN-E,Affluent,Std
MAC005028,1,ACORN-C,Affluent,Std
MAC005029,0,ACORN-E,Affluent,Std
MAC005030,2,ACORN-E,Affluent,Std
MAC005031,2,ACORN-E,Affluent,ToU
MAC005032,2,ACORN-E,Affluent,Std
MAC005033,2,ACORN-E,Affluent,Std
MAC005034,1,ACORN-E,Affluent,ToU
MAC005035,2,ACORN-H,Comfortable,Std
MAC005036,1,ACORN-U,ACORN-U,Std
MAC005037,2,ACORN-E,Affluent,Std
MAC005038,2,ACORN-E,Affluent,Std
MAC005039,2,ACORN-E,Affluent,ToU
MAC005040,2,ACORN-E,Affluent,Std
MAC005041,0,ACORN-E,Affluent,Std
MAC005042,1,ACORN-A,Affluent,Std
MAC005043,1,ACORN-F,Comfortable,Std
MAC005044,1,ACORN-E,Affluent,Std
MAC005045,2,ACORN-Q,Adversity,Std
MAC005046,2,ACORN-N,Adversity,Std
MAC005047,0,ACORN-E,Affluent,Std
MAC005048,2,ACORN-H,Comfortable,Std
MAC005049,2,ACORN-O,Adversity,Std
MAC005050,1,ACORN-F,Comfortable,Std
MAC005051,2,ACORN-J,Comfortable,Std
MAC005052,1,ACORN-Q,Adversity,Std
MAC005053,2,ACORN-Q,Adversity,Std
MAC005054,2,ACORN-N,Adversity,Std
MAC005055,2,ACORN-E,Affluent,Std
MAC005056,2,ACORN-Q,Adversity,Std
MAC005057,1,ACORN-F,Comfortable,ToU
MAC005058,2,ACORN-L,Adversity,Std
MAC005059,1,ACORN-I,Comfortable,ToU
MAC005060,2,ACORN-F,Comfortable,Std
MAC005061,1,ACORN-J,Comfortable,Std
MAC005062,2,ACORN-A,Affluent,Std
MAC005063,1,ACORN-E,Affluent,Std
MAC005064,1,ACORN-F,Comfortable,Std
MAC005065,2,ACORN-E,Affluent,Std
MAC005066,2,ACORN-C,Affluent,Std
MAC005067,1,ACORN-F,Comfortable,Std
MAC005068,2,ACORN-E,Affluent,ToU
MAC005069,2,ACORN-F,Comfortable,ToU
MAC005070,1,ACORN-D,Affluent,ToU
MAC005071,2,ACORN-F,Comfortable,Std
MAC005072,2,ACORN-H,Comfortable,Std
MAC005073,2,ACORN-F,Comfortable,Std
MAC005074,2,ACORN-H,Comfortable,Std
MAC005075,1,ACORN-E,Affluent,Std
MAC005076,1,ACORN-Q,Adversity,ToU
MAC005077,1,ACORN-F,Comfortable,Std
MAC005078,2,ACORN-F,Comfortable,Std
MAC005079,2,ACORN-L,Adversity,Std
MAC005080,1,ACORN-Q,Adversity,ToU
MAC005081,1,ACORN-H,Comfortable,Std
MAC005082,2,ACORN-Q,Adversity,Std
MAC005083,2,ACORN-E,Affluent,ToU
MAC005084,2,ACORN-G,Comfortable,Std
MAC005085,2,ACORN-N,Adversity,ToU
MAC005086,2,ACORN-E,Affluent,Std
MAC005087,2,ACORN-Q,Adversity,Std
MAC005088,2,ACORN-E,Affluent,Std
MAC005089,2,ACORN-O,Adversity,Std
MAC005090,1,ACORN-G,Comfortable,Std
MAC005091,0,ACORN-E,Affluent,ToU
MAC005092,1,ACORN-F,Comfortable,Std
MAC005093,2,ACORN-E,Affluent,ToU
MAC005094,2,ACORN-E,Affluent,Std
MAC005095,2,ACORN-Q,Adversity,Std
MAC005096,1,ACORN-N,Adversity,Std
MAC005097,1,ACORN-E,Affluent,Std
MAC005098,2,ACORN-E,Affluent,Std
MAC005099,2,ACORN-F,Comfortable,Std
MAC005100,2,ACORN-G,Comfortable,Std
MAC005101,1,ACORN-L,Adversity,Std
MAC005102,2,ACORN-L,Adversity,ToU
MAC005103,1,ACORN-Q,Adversity,Std
MAC005104,2,ACORN-Q,Adversity,Std
MAC005105,2,ACORN-Q,Adversity,Std
MAC005106,1,ACORN-D,Affluent,ToU
MAC005107,1,ACORN-F,Comfortable,Std
MAC005108,2,ACORN-Q,Adversity,Std
MAC005109,2,ACORN-E,Affluent,Std
MAC005110,2,ACORN-F,Comfortable,ToU
MAC005111,1,ACORN-E,Affluent,ToU
MAC005112,2,ACORN-C,Affluent,Std
MAC005113,2,ACORN-E,Affluent,Std
MAC005114,2,ACORN-F,Comfortable,Std
MAC005115,2,ACORN-Q,Adversity,Std
MAC005116,1,ACORN-Q,Adversity,Std
MAC005117,0,ACORN-E,Affluent,Std
MAC005118,2,ACORN-E,Affluent,Std
MAC005119,0,ACORN-K,Adversity,Std
MAC005120,2,ACORN-E,Affluent,Std
MAC005121,2,ACORN-P,Adversity,ToU
MAC005122,1,ACORN-E,Affluent,ToU
MAC005123,1,ACORN-F,Comfortable,Std
MAC005124,1,ACORN-O,Adversity,ToU
MAC005125,2,ACORN-N,Adversity,Std
MAC005126,2,ACORN-F,Comfortable,Std
MAC005127,2,ACORN-F,Comfortable,ToU
MAC005128,2,ACORN-P,Adversity,Std
MAC005129,1,ACORN-F,Comfortable,Std
MAC005130,2,ACORN-G,Comfortable,Std
MAC005131,2,ACORN-E,Affluent,Std
MAC005132,2,ACORN-G,Comfortable,Std
MAC005133,1,ACORN-F,Comfortable,Std
MAC005134,2,ACORN-D,Affluent,ToU
MAC005135,2,ACORN-H,Comfortable,Std
MAC005136,2,ACORN-Q,Adversity,Std
MAC005137,2,ACORN-E,Affluent,Std
MAC005138,2,ACORN-E,Affluent,Std
MAC005139,1,ACORN-G,Comfortable,Std
MAC005140,2,ACORN-O,Adversity,Std
MAC005141,2,ACORN-H,Comfortable,Std
MAC005142,2,ACORN-Q,Adversity,Std
MAC005143,2,ACORN-H,Comfortable,Std
MAC005144,1,ACORN-L,Adversity,Std
MAC005145,2,ACORN-Q,Adversity,Std
MAC005146,2,ACORN-F,Comfortable,ToU
MAC005147,2,ACORN-F,Comfortable,ToU
MAC005148,1,ACORN-O,Adversity,ToU
MAC005149,2,ACORN-E,Affluent,ToU
MAC005150,1,ACORN-F,Comfortable,ToU
MAC005151,2,ACORN-H,Comfortable,Std
MAC005152,1,ACORN-E,Affluent,ToU
MAC005153,2,ACORN-O,Adversity,Std
MAC005154,0,ACORN-D,Affluent,Std
MAC005155,1,ACORN-F,Comfortable,Std
MAC005156,1,ACORN-E,Affluent,Std
MAC005157,2,ACORN-L,Adversity,ToU
MAC005158,1,ACORN-Q,Adversity,Std
MAC005159,1,ACORN-A,Affluent,ToU
MAC005160,1,ACORN-A,Affluent,ToU
MAC005161,2,ACORN-F,Comfortable,ToU
MAC005162,2,ACORN-F,Comfortable,ToU
MAC005163,2,ACORN-Q,Adversity,Std
MAC005164,2,ACORN-H,Comfortable,ToU
MAC005165,1,ACORN-E,Affluent,Std
MAC005166,1,ACORN-N,Adversity,Std
MAC005167,2,ACORN-F,Comfortable,Std
MAC005168,2,ACORN-K,Adversity,Std
MAC005169,2,ACORN-F,Comfortable,Std
MAC005170,2,ACORN-F,Comfortable,Std
MAC005171,2,ACORN-E,Affluent,ToU
MAC005172,2,ACORN-A,Affluent,ToU
MAC005173,1,ACORN-F,Comfortable,ToU
MAC005174,2,ACORN-F,Comfortable,Std
MAC005175,2,ACORN-E,Affluent,Std
MAC005176,2,ACORN-F,Comfortable,Std
MAC005177,2,ACORN-E,Affluent,Std
MAC005178,1,ACORN-E,Affluent,Std
MAC005179,2,ACORN-D,Affluent,ToU
MAC005180,1,ACORN-E,Affluent,ToU
MAC005181,2,ACORN-D,Affluent,Std
MAC005182,2,ACORN-D,Affluent,Std
MAC005183,2,ACORN-E,Affluent,Std
MAC005184,1,ACORN-D,Affluent,ToU
MAC005185,2,ACORN-E,Affluent,Std
MAC005186,1,ACORN-F,Comfortable,ToU
MAC005187,2,ACORN-E,Affluent,Std
MAC005188,0,ACORN-F,Comfortable,Std
MAC005189,1,ACORN-E,Affluent,ToU
MAC005190,2,ACORN-E,Affluent,ToU
MAC005191,2,ACORN-F,Comfortable,Std
MAC005192,2,ACORN-E,Affluent,Std
MAC005193,2,ACORN-L,Adversity,Std
MAC005194,2,ACORN-Q,Adversity,Std
MAC005195,1,ACORN-D,Affluent,Std
MAC005196,2,ACORN-E,Affluent,Std
MAC005197,2,ACORN-E,Affluent,ToU
MAC005198,0,ACORN-E,Affluent,Std
MAC005199,2,ACORN-E,Affluent,Std
MAC005200,1,ACORN-E,Affluent,ToU
MAC005201,2,ACORN-F,Comfortable,Std
MAC005202,1,ACORN-E,Affluent,Std
MAC005203,2,ACORN-E,Affluent,Std
MAC005204,2,ACORN-E,Affluent,ToU
MAC005205,2,ACORN-D,Affluent,Std
MAC005206,2,ACORN-D,Affluent,Std
MAC005207,1,ACORN-G,Comfortable,ToU
MAC005208,2,ACORN-F,Comfortable,Std
MAC005209,2,ACORN-E,Affluent,Std
MAC005210,2,ACORN-F,Comfortable,Std
MAC005211,1,ACORN-D,Affluent,Std
MAC005212,2,ACORN-E,Affluent,ToU
MAC005213,1,ACORN-G,Comfortable,Std
MAC005214,2,ACORN-E,Affluent,Std
MAC005215,2,ACORN-E,Affluent,Std
MAC005216,1,ACORN-J,Comfortable,Std
MAC005217,2,ACORN-E,Affluent,Std
MAC005218,2,ACORN-E,Affluent,Std
MAC005219,2,ACORN-D,Affluent,Std
MAC005220,0,ACORN-E,Affluent,Std
MAC005221,2,ACORN-E,Affluent,Std
MAC005222,1,ACORN-E,Affluent,Std
MAC005223,1,ACORN-E,Affluent,Std
MAC005224,1,ACORN-D,Affluent,Std
MAC005225,1,ACORN-E,Affluent,Std
MAC005226,2,ACORN-E,Affluent,Std
MAC005227,1,ACORN-E,Affluent,Std
MAC005228,1,ACORN-Q,Adversity,Std
MAC005229,2,ACORN-H,Comfortable,Std
MAC005230,1,ACORN-F,Comfortable,Std
MAC005231,2,ACORN-E,Affluent,Std
MAC005232,2,ACORN-E,Affluent,Std
MAC005233,2,ACORN-E,Affluent,Std
MAC005234,1,ACORN-E,Affluent,Std
MAC005235,0,ACORN-E,Affluent,Std
MAC005236,2,ACORN-Q,Adversity,Std
MAC005237,2,ACORN-Q,Adversity,Std
MAC005238,1,ACORN-E,Affluent,Std
MAC005239,1,ACORN-G,Comfortable,Std
MAC005240,2,ACORN-Q,Adversity,ToU
MAC005241,2,ACORN-F,Comfortable,Std
MAC005242,2,ACORN-E,Affluent,Std
MAC005243,1,ACORN-F,Comfortable,Std
MAC005244,1,ACORN-D,Affluent,Std
MAC005245,1,ACORN-F,Comfortable,Std
MAC005246,2,ACORN-F,Comfortable,Std
MAC005247,1,ACORN-J,Comfortable,Std
MAC005248,2,ACORN-E,Affluent,Std
MAC005249,1,ACORN-D,Affluent,Std
MAC005250,1,ACORN-E,Affluent,ToU
MAC005251,1,ACORN-E,Affluent,Std
MAC005252,2,ACORN-D,Affluent,Std
MAC005253,2,ACORN-E,Affluent,Std
MAC005254,2,ACORN-D,Affluent,Std
MAC005255,1,ACORN-D,Affluent,ToU
MAC005256,2,ACORN-F,Comfortable,ToU
MAC005257,2,ACORN-E,Affluent,Std
MAC005258,1,ACORN-Q,Adversity,Std
MAC005259,0,ACORN-H,Comfortable,Std
MAC005260,2,ACORN-Q,Adversity,Std
MAC005261,2,ACORN-D,Affluent,Std
MAC005262,2,ACORN-E,Affluent,Std
MAC005263,1,ACORN-E,Affluent,Std
MAC005264,1,ACORN-F,Comfortable,Std
MAC005265,2,ACORN-Q,Adversity,Std
MAC005266,2,ACORN-E,Affluent,ToU
MAC005267,1,ACORN-E,Affluent,Std
MAC005268,2,ACORN-E,Affluent,Std
MAC005269,1,ACORN-E,Affluent,Std
MAC005270,1,ACORN-E,Affluent,Std
MAC005271,2,ACORN-E,Affluent,ToU
MAC005272,2,ACORN-P,Adversity,Std
MAC005273,2,ACORN-D,Affluent,Std
MAC005274,2,ACORN-E,Affluent,Std
MAC005275,0,ACORN-D,Affluent,Std
MAC005276,1,ACORN-E,Affluent,Std
MAC005277,2,ACORN-E,Affluent,Std
MAC005278,2,ACORN-E,Affluent,ToU
MAC005279,2,ACORN-E,Affluent,ToU
MAC005280,1,ACORN-D,Affluent,Std
MAC005281,1,ACORN-G,Comfortable,ToU
MAC005282,2,ACORN-E,Affluent,Std
MAC005283,1,ACORN-A,Affluent,Std
MAC005284,2,ACORN-E,Affluent,ToU
MAC005285,2,ACORN-E,Affluent,Std
MAC005286,2,ACORN-E,Affluent,Std
MAC005287,0,ACORN-Q,Adversity,Std
MAC005288,1,ACORN-Q,Adversity,Std
MAC005289,2,ACORN-P,Adversity,Std
MAC005290,0,ACORN-E,Affluent,ToU
MAC005291,2,ACORN-E,Affluent,ToU
MAC005292,2,ACORN-E,Affluent,ToU
MAC005293,1,ACORN-E,Affluent,Std
MAC005294,2,ACORN-E,Affluent,Std
MAC005295,1,ACORN-E,Affluent,Std
MAC005296,2,ACORN-E,Affluent,Std
MAC005297,2,ACORN-E,Affluent,Std
MAC005298,2,ACORN-H,Comfortable,Std
MAC005299,1,ACORN-E,Affluent,Std
MAC005300,2,ACORN-E,Affluent,Std
MAC005301,1,ACORN-E,Affluent,Std
MAC005302,0,ACORN-E,Affluent,Std
MAC005303,1,ACORN-M,Adversity,Std
MAC005304,2,ACORN-E,Affluent,Std
MAC005305,2,ACORN-F,Comfortable,Std
MAC005306,2,ACORN-E,Affluent,ToU
MAC005307,1,ACORN-E,Affluent,Std
MAC005308,0,ACORN-E,Affluent,ToU
MAC005309,1,ACORN-E,Affluent,Std
MAC005310,2,ACORN-E,Affluent,ToU
MAC005311,2,ACORN-E,Affluent,Std
MAC005312,2,ACORN-M,Adversity,Std
MAC005313,2,ACORN-E,Affluent,Std
MAC005314,1,ACORN-E,Affluent,Std
MAC005315,1,ACORN-E,Affluent,Std
MAC005316,1,ACORN-D,Affluent,Std
MAC005317,2,ACORN-E,Affluent,Std
MAC005318,0,ACORN-D,Affluent,Std
MAC005319,2,ACORN-E,Affluent,Std
MAC005320,1,ACORN-C,Affluent,Std
MAC005321,2,ACORN-E,Affluent,ToU
MAC005322,1,ACORN-E,Affluent,Std
MAC005323,2,ACORN-E,Affluent,Std
MAC005324,1,ACORN-D,Affluent,ToU
MAC005325,2,ACORN-F,Comfortable,Std
MAC005326,2,ACORN-E,Affluent,Std
MAC005327,0,ACORN-E,Affluent,Std
MAC005328,2,ACORN-Q,Adversity,Std
MAC005329,1,ACORN-E,Affluent,Std
MAC005330,2,ACORN-H,Comfortable,Std
MAC005331,2,ACORN-E,Affluent,Std
MAC005332,2,ACORN-Q,Adversity,Std
MAC005333,2,ACORN-E,Affluent,Std
MAC005334,2,ACORN-E,Affluent,Std
MAC005335,0,ACORN-P,Adversity,Std
MAC005336,1,ACORN-Q,Adversity,Std
MAC005337,1,ACORN-P,Adversity,Std
MAC005338,2,ACORN-L,Adversity,Std
MAC005339,2,ACORN-Q,Adversity,Std
MAC005340,1,ACORN-P,Adversity,Std
MAC005341,0,ACORN-F,Comfortable,ToU
MAC005342,1,ACORN-E,Affluent,ToU
MAC005343,2,ACORN-E,Affluent,Std
MAC005344,1,ACORN-P,Adversity,Std
MAC005345,1,ACORN-P,Adversity,Std
MAC005346,0,ACORN-E,Affluent,Std
MAC005347,2,ACORN-E,Affluent,ToU
MAC005348,1,ACORN-P,Adversity,Std
MAC005349,2,ACORN-D,Affluent,ToU
MAC005350,1,ACORN-P,Adversity,Std
MAC005351,2,ACORN-D,Affluent,Std
MAC005352,2,ACORN-E,Affluent,ToU
MAC005353,0,ACORN-E,Affluent,Std
MAC005354,1,ACORN-D,Affluent,ToU
MAC005355,1,ACORN-E,Affluent,Std
MAC005356,0,ACORN-E,Affluent,Std
MAC005357,2,ACORN-L,Adversity,Std
MAC005358,2,ACORN-E,Affluent,Std
MAC005359,2,ACORN-E,Affluent,ToU
MAC005360,2,ACORN-E,Affluent,Std
MAC005361,1,ACORN-F,Comfortable,Std
MAC005362,2,ACORN-E,Affluent,Std
MAC005363,1,ACORN-U,ACORN-U,Std
MAC005364,1,ACORN-Q,Adversity,Std
