LCLid,avg_daily_consumption,std_daily_consumption,avg_daily_mean,avg_daily_peak,avg_load_factor,weekday_avg,weekend_avg,weekend_weekday_ratio,coef_variation,cluster,Acorn,Acorn_grouped,stdorToU
MAC000266,5.825572,1.5881263,0.121528946,0.7277381,0.2309955,6.2091556,4.8583446,0.78244853,0.27261293,2,ACORN-O,Adversity,ToU
MAC000267,10.759771,3.1801226,0.2257849,0.8591383,0.28717858,10.605278,11.149332,1.0513003,0.29555672,1,ACORN-K,Adversity,Std
MAC000268,4.567191,1.501964,0.09541784,0.45496082,0.28651315,4.485046,4.774323,1.0644982,0.32885945,2,ACORN-Q,Adversity,Std
MAC000269,2.9308066,0.5893996,0.061136313,0.21268053,0.29665112,2.9451675,2.894595,0.9828286,0.2011049,2,ACORN-Q,Adversity,Std
MAC000270,19.043392,2.9979162,0.39757252,1.10618,0.38735425,18.639338,20.062233,1.0763383,0.15742554,1,ACORN-E,Affluent,Std
MAC000271,8.859316,2.6552582,0.18510324,0.7375496,0.2817117,8.751484,9.13122,1.043391,0.29971367,2,ACORN-F,Comfortable,Std
MAC000272,10.663862,3.888014,0.22244681,1.0235037,0.25770852,10.533966,10.990845,1.0433719,0.36459717,1,ACORN-H,Comfortable,Std
MAC000273,4.4355307,7.7342277,0.092651024,0.48754045,0.42271596,4.736252,3.678543,0.7766781,1.7436984,2,ACORN-E,Affluent,Std
MAC000274,35.17184,17.650658,0.7353012,1.8250943,0.4001195,34.9225,35.799488,1.0251124,0.5018406,0,ACORN-E,Affluent,Std
MAC000275,7.6347504,2.757228,0.16196688,0.684272,0.26907527,7.7965393,7.227541,0.9270191,0.36114186,2,ACORN-E,Affluent,Std
MAC000276,15.116714,3.1454945,0.3156071,0.80091107,0.40613157,14.595584,16.427052,1.1254809,0.20808057,1,ACORN-F,Comfortable,Std
MAC000277,11.5453,3.027914,0.24129562,0.9326758,0.26980245,11.445218,11.796947,1.0307314,0.2622638,1,ACORN-F,Comfortable,Std
MAC000278,6.1390615,1.5996573,0.12822095,0.76870036,0.20881644,6.0585756,6.341438,1.046688,0.26057035,2,ACORN-G,Comfortable,ToU
MAC000279,4.708241,0.85964745,0.098414615,0.3498331,0.40025848,4.6238184,4.920514,1.0641668,0.18258357,2,ACORN-F,Comfortable,Std
MAC000280,17.24727,3.1235251,0.36021104,1.0944972,0.3504447,16.677534,18.677092,1.1198952,0.18110257,1,ACORN-E,Affluent,Std
MAC000281,8.600121,1.5085896,0.1795582,0.7329685,0.25987512,7.9206758,10.305265,1.3010589,0.17541493,2,ACORN-K,Adversity,Std
MAC000282,6.1035767,1.8621491,0.12747741,0.59448904,0.26164675,6.1046877,6.1007886,0.9993613,0.30509147,2,ACORN-E,Affluent,Std
MAC000283,6.88118,2.2487817,0.1435301,0.7319124,0.23252828,6.961808,6.678832,0.9593531,0.32680175,2,ACORN-P,Adversity,Std
MAC000284,2.2966306,0.97127515,0.04798089,0.1915666,0.31532928,2.2430797,2.4303417,1.0834844,0.42291307,2,ACORN-E,Affluent,Std
MAC000285,3.2833958,1.105729,0.06855728,0.24068357,0.3253893,3.3524482,3.110101,0.92771035,0.33676386,2,ACORN-Q,Adversity,Std
MAC000286,12.55309,2.0620134,0.26190028,0.8940699,0.32240835,12.346841,13.070698,1.0586269,0.16426341,1,ACORN-F,Comfortable,ToU
MAC000287,2.1674178,1.8972144,0.04527574,0.16012172,0.32221615,2.213488,2.0527365,0.92737633,0.87533396,2,ACORN-E,Affluent,Std
MAC000288,10.21373,3.0510406,0.21359886,1.1285561,0.19965588,10.328074,9.926769,0.9611442,0.29871953,1,ACORN-E,Affluent,ToU
MAC000289,6.536904,3.0288894,0.13642955,0.6277092,0.27252638,5.6064353,8.867548,1.5816731,0.4633523,2,ACORN-D,Affluent,Std
MAC000290,6.797901,1.1161507,0.14179564,0.44980657,0.33682337,6.631071,7.215779,1.088177,0.16419049,2,ACORN-K,Adversity,ToU
MAC000291,18.451183,7.259856,0.3851039,1.2078011,0.37576684,18.394758,18.592514,1.0107507,0.3934629,1,ACORN-D,Affluent,Std
MAC000292,5.09666,1.5187262,0.106306896,0.36418656,0.33636457,5.1372747,4.9949274,0.9722913,0.2979846,2,ACORN-Q,Adversity,ToU
MAC000293,6.8218713,1.7423261,0.14235394,0.53063923,0.33205837,6.714917,7.0897694,1.0558238,0.25540295,2,ACORN-Q,Adversity,ToU
MAC000294,12.995727,4.3594003,0.27116206,0.63305897,0.465354,12.804034,13.47588,1.0524714,0.33544874,1,ACORN-H,Comfortable,Std
MAC000295,10.625851,2.679869,0.22190107,0.7274582,0.32738438,10.472593,11.00973,1.0512898,0.25220278,2,ACORN-E,Affluent,Std
MAC000296,18.596083,6.5087686,0.38783568,1.8626022,0.2115774,18.584164,18.625938,1.0022478,0.3500075,1,ACORN-E,Affluent,Std
MAC000297,7.752406,7.7235503,0.16168685,0.6846214,0.254315,8.135075,6.7938943,0.83513606,0.9962778,2,ACORN-E,Affluent,Std
MAC000298,3.797579,0.9496925,0.079277754,0.24852674,0.35632747,3.6368637,4.2001395,1.1548796,0.2500784,2,ACORN-E,Affluent,ToU
MAC000299,14.162563,8.058434,0.3006237,0.86850905,0.3571522,14.167637,14.1498785,0.9987466,0.5689954,1,ACORN-E,Affluent,Std
MAC000300,8.516091,6.4120264,0.17847505,1.2404423,0.19108944,8.518559,8.509923,0.9989862,0.7529307,1,ACORN-E,Affluent,Std
MAC000301,9.521648,3.3103673,0.19886203,1.0858942,0.21318518,8.215929,12.785948,1.5562389,0.34766746,1,ACORN-E,Affluent,Std
MAC000302,7.57035,2.055233,0.1585035,0.5664063,0.31169927,7.5599346,7.5966406,1.0048553,0.27148452,2,ACORN-E,Affluent,Std
MAC000303,6.9424143,1.9343829,0.14486827,0.655073,0.24188554,6.768267,7.3820095,1.0906794,0.2786326,2,ACORN-L,Adversity,ToU
MAC000304,11.168608,3.5183113,0.23300591,0.92748487,0.27547622,11.591827,10.1002865,0.87132823,0.31501788,1,ACORN-E,Affluent,Std
MAC000305,5.627387,4.407465,0.11770935,0.3328292,0.31914446,5.542977,5.8404613,1.0536687,0.78321695,2,ACORN-Q,Adversity,Std
MAC000306,7.244083,2.9775674,0.15135847,0.7099215,0.29211923,7.5464,6.480952,0.8588137,0.41103444,2,ACORN-E,Affluent,Std
MAC000307,40.653458,20.551836,0.84825736,2.3188057,0.36608294,43.227116,34.156853,0.7901719,0.5055372,0,ACORN-E,Affluent,Std
MAC000308,4.528657,2.3356884,0.094505854,0.3065303,0.5217972,4.356925,4.9621553,1.1389123,0.5157574,2,ACORN-E,Affluent,Std
MAC000309,19.015297,8.499016,0.39704144,1.9977958,0.19939023,18.053972,21.437273,1.1873993,0.44695678,1,ACORN-E,Affluent,Std
MAC000310,6.1752257,1.7841209,0.12908669,0.62884986,0.25335568,5.841971,7.016452,1.2010419,0.2889159,2,ACORN-L,Adversity,Std
MAC000311,15.242768,5.594116,0.31925496,1.5729821,0.20804654,14.700367,16.609306,1.1298566,0.36700132,1,ACORN-D,Affluent,Std
MAC000312,21.411152,13.388905,0.45073098,2.5270524,0.16263269,21.19403,21.95817,1.0360545,0.6253239,0,ACORN-E,Affluent,Std
MAC000313,13.926491,2.1989307,0.2903744,0.7301583,0.43265706,14.060196,13.592875,0.9667628,0.15789554,1,ACORN-Q,Adversity,Std
MAC000314,5.5417213,1.2570751,0.115594596,0.4334152,0.29385245,5.496969,5.654471,1.0286524,0.22683838,2,ACORN-F,Comfortable,Std
MAC000315,4.672699,1.6610802,0.09817504,0.7292057,0.16787592,4.4143925,5.334121,1.2083478,0.35548624,2,ACORN-E,Affluent,Std
MAC000316,3.9599764,1.9072559,0.08277905,0.40707174,0.23199917,3.2518592,5.744019,1.76638,0.48163313,2,ACORN-Q,Adversity,Std
MAC000317,7.87866,1.3796473,0.16444124,0.5990179,0.31117395,7.898366,7.8290143,0.9912195,0.17511192,2,ACORN-D,Affluent,Std
MAC000318,8.071891,6.3433332,0.1687399,0.68249935,0.2823359,7.944011,8.394073,1.0566542,0.7858547,2,ACORN-Q,Adversity,Std
MAC000319,7.668892,4.105009,0.16051084,0.53902483,0.35661212,7.2985086,8.602044,1.1786029,0.5352806,2,ACORN-F,Comfortable,Std
MAC000320,12.429973,6.9202666,0.26112553,2.1024344,0.12898338,11.44601,14.908985,1.3025488,0.5567403,1,ACORN-E,Affluent,Std
MAC000321,38.218597,28.13358,0.7978248,2.198055,0.34607166,38.36936,37.838764,0.9861713,0.7361227,0,ACORN-E,Affluent,Std
MAC000322,5.092376,0.86708874,0.10656689,0.56788963,0.21452639,5.04416,5.2138543,1.0336418,0.17027193,2,ACORN-D,Affluent,Std
MAC000323,15.635775,6.8933663,0.32666335,1.1921821,0.30752698,15.152284,16.853893,1.1123005,0.44087142,1,ACORN-A,Affluent,Std
MAC000324,2.8410122,1.6540482,0.059374716,0.41652137,0.33412138,2.9172235,2.649005,0.9080569,0.5822038,2,ACORN-E,Affluent,Std
MAC000325,0.53359014,0.52895147,0.011134067,0.06661403,0.16024962,0.4520826,0.7375866,1.6315306,0.99130666,2,ACORN-E,Affluent,Std
MAC000326,16.170496,11.782063,0.33750367,1.4110552,0.2768237,17.812572,12.0413885,0.676005,0.7286148,1,ACORN-D,Affluent,Std
MAC000327,14.830165,7.1791434,0.309345,1.2029074,0.27282885,13.712338,17.64101,1.2865063,0.4840906,1,ACORN-E,Affluent,Std
MAC000328,4.366167,1.4537847,0.09111317,0.44540468,0.23347421,4.2586255,4.6365876,1.0887522,0.33296588,2,ACORN-F,Comfortable,ToU
MAC000329,9.824765,1.7196014,0.20502436,0.82752204,0.2682715,9.708065,10.118214,1.0422482,0.17502722,2,ACORN-Q,Adversity,Std
MAC000330,5.720354,1.0857197,0.12017554,0.30364314,0.40701476,5.706211,5.7558494,1.0086989,0.18979938,2,ACORN-E,Affluent,Std
MAC000331,18.064676,7.8221116,0.38134298,2.5791035,0.14432412,18.000244,18.226688,1.01258,0.4330059,1,ACORN-E,Affluent,Std
MAC000332,8.125731,1.9248707,0.16949132,0.62468785,0.2912602,7.9029093,8.686034,1.0990932,0.23688585,2,ACORN-E,Affluent,Std
MAC000333,4.552459,0.89218855,0.095051326,0.4003163,0.2742518,4.573521,4.499495,0.9838142,0.19597949,2,ACORN-Q,Adversity,Std
MAC000334,5.0337186,0.912981,0.10510645,0.43042126,0.33480603,5.042029,5.0128202,0.99420696,0.18137306,2,ACORN-Q,Adversity,Std
MAC000335,6.3515816,2.0336108,0.13271776,0.5098144,0.3172892,6.2761226,6.54099,1.0422024,0.32017392,2,ACORN-E,Affluent,Std
MAC000336,7.7247086,4.630461,0.1612287,0.9119353,0.19955364,7.570144,8.109231,1.0712122,0.5994351,2,ACORN-D,Affluent,ToU
MAC000337,3.004451,0.4070959,0.06269709,0.16951314,0.37379342,2.9809515,3.063427,1.0276675,0.1354976,2,ACORN-P,Adversity,Std
MAC000338,11.944176,4.2006683,0.24920842,0.9195943,0.29990032,11.8831005,12.096693,1.0179745,0.35169178,1,ACORN-E,Affluent,Std
MAC000339,14.038733,4.085798,0.2938476,0.96878976,0.3259362,13.47114,15.463228,1.1478782,0.2910375,1,ACORN-A,Affluent,ToU
MAC000340,8.935177,3.5676303,0.18661596,0.60838175,0.342387,8.903029,9.015859,1.0126731,0.3992792,2,ACORN-H,Comfortable,Std
MAC000341,10.709401,1.4745189,0.22347228,0.7904785,0.30836305,10.349551,11.612519,1.1220312,0.13768454,2,ACORN-H,Comfortable,Std
MAC000342,10.877009,1.7470894,0.22821648,0.9445062,0.25753865,10.784327,11.109617,1.0301633,0.16062222,1,ACORN-D,Affluent,ToU
MAC000343,5.0514774,1.0862646,0.10540604,0.3914827,0.29278952,4.972143,5.2505827,1.0559999,0.21503899,2,ACORN-K,Adversity,Std
MAC000344,3.4419293,0.32389408,0.07199355,0.30647442,0.23984073,3.3914604,3.5685923,1.0522288,0.09410248,2,ACORN-E,Affluent,ToU
MAC000345,9.542997,3.9317496,0.19938146,0.7434903,0.32546943,9.862488,8.742719,0.8864618,0.41200364,2,ACORN-E,Affluent,Std
MAC000346,9.484512,4.2853093,0.19783646,0.6571579,0.38439894,9.453051,9.56332,1.011665,0.45182177,2,ACORN-E,Affluent,Std
MAC000347,5.874187,1.0346096,0.1225878,0.49888366,0.27919292,5.7069554,6.293078,1.1027032,0.17612813,2,ACORN-F,Comfortable,Std
MAC000348,4.707841,1.2891251,0.09842147,0.33541968,0.33655557,4.6326027,4.896301,1.0569222,0.2738251,2,ACORN-G,Comfortable,Std
MAC000349,5.76086,2.6588624,0.12022138,0.6975291,0.27254978,5.5705967,6.2374415,1.119708,0.46153915,2,ACORN-E,Affluent,Std
MAC000350,8.346187,2.0640373,0.17604634,1.3149779,0.13653159,8.355634,8.322524,0.9960374,0.24730304,2,ACORN-P,Adversity,Std
MAC000351,5.73351,2.276301,0.119659096,0.69822437,0.21275517,5.6255307,6.00398,1.0672735,0.397017,2,ACORN-E,Affluent,Std
MAC000352,10.565685,3.9057531,0.2206419,0.96271884,0.2620597,9.884785,12.271242,1.2414273,0.36966395,1,ACORN-G,Comfortable,ToU
MAC000353,6.143403,1.1027079,0.12822922,0.5809764,0.24435818,6.093816,6.267612,1.0285201,0.17949463,2,ACORN-E,Affluent,Std
MAC000354,16.048935,13.196423,0.3364598,0.876018,0.35410658,16.15769,15.776519,0.9764093,0.8222616,1,ACORN-L,Adversity,ToU
MAC000355,9.937644,3.6189463,0.20742333,0.7101082,0.37661037,9.783236,10.323666,1.0552404,0.36416543,2,ACORN-E,Affluent,Std
MAC000356,9.284775,3.9492052,0.19391985,0.9773006,0.22471346,9.122048,9.68508,1.061722,0.42534205,2,ACORN-E,Affluent,Std
MAC000357,10.753422,4.344655,0.2244017,1.0442829,0.27025926,10.1557045,12.247714,1.2059935,0.40402535,1,ACORN-E,Affluent,Std
MAC000358,46.61682,38.8505,0.97185516,2.503271,0.38047644,46.983624,45.70565,0.9727996,0.83340085,0,ACORN-E,Affluent,Std
MAC000359,13.266986,4.590095,0.27692616,0.980939,0.35173213,12.55367,15.050277,1.1988747,0.34597874,1,ACORN-E,Affluent,Std
MAC000360,9.592638,2.4004822,0.20012513,0.6966352,0.30422786,9.143717,10.714942,1.1718366,0.25024214,2,ACORN-H,Comfortable,Std
